ip,is_http,is_https,is_ssh,is_smtp,is_imap,is_ftp,is_pop,is_other,bitcoin_port,bitcoin_service_num,bitcoin_protocol_version,bitcoin_user_agent,longitude,latitude,organization
51.89.41.53,1,1,1,1,0,1,0,1,8333,5,70012,/Satoshi:0.12.1(bitcore)/,8.079578,50.398601,OVH SAS
51.75.145.71,1,0,1,0,0,1,0,1,8333,5,70012,/Satoshi:0.12.1(bitcore)/,8.079578,50.398601,OVH SAS
217.182.197.112,1,1,1,1,0,1,0,0,8333,1033,70016,/Satoshi:0.21.0/,8.079578,50.398601,OVH SAS
54.36.112.254,1,1,1,1,0,0,0,1,8333,1032,70015,/Satoshi:0.19.1/,8.079578,50.398601,OVH SAS
51.75.147.82,1,1,1,0,0,0,0,0,8333,1033,70015,/Satoshi:0.20.0/,8.079578,50.398601,OVH SAS
51.75.149.207,0,0,1,0,0,0,0,0,8333,1033,70015,/Satoshi:0.20.1/,8.079578,50.398601,OVH SAS
51.89.40.32,0,0,0,0,0,0,0,1,8333,1033,70015,/Satoshi:0.19.1/,8.079578,50.398601,OVH SAS
145.239.154.102,1,1,1,0,0,1,0,1,8333,1033,70016,/Satoshi:0.21.1/,7.752111,48.573405,OVH SAS
188.138.112.60,1,1,0,1,0,1,0,1,8333,5,70014,/Satoshi:0.13.0/,7.752111,48.573405,Host Europe GmbH
92.42.110.214,1,1,0,1,0,0,0,1,8333,1033,70015,/Satoshi:0.19.0.1/,7.752111,48.573405,Host Europe GmbH
62.75.216.136,1,0,1,1,0,0,0,1,8333,1033,70016,/Satoshi:0.21.0/,7.752111,48.573405,Host Europe GmbH
92.222.181.240,1,1,1,1,0,1,0,1,8333,1033,70016,/Satoshi:0.21.0/,7.752111,48.573405,OVH SAS
145.239.144.32,1,0,1,0,0,0,0,0,8333,1033,70016,/Satoshi:0.21.0(UASF-SegWit-BIP148)/,7.752111,48.573405,OVH SAS
92.42.110.219,0,1,1,0,0,1,0,0,8333,1033,70016,/Satoshi:0.21.0/,7.752111,48.573405,Host Europe GmbH
62.2.144.110,0,1,0,0,0,0,0,0,8333,1033,70016,/Satoshi:22.0.0/,7.70807,46.798862,Liberty Global B.V.
178.193.226.120,1,1,0,0,0,0,0,1,8333,1033,70015,/Satoshi:0.20.1/,7.70807,46.798862,Bluewin
178.196.89.209,0,0,0,0,0,0,0,0,8333,1033,70016,/Satoshi:23.0.0/,7.70807,46.798862,Bluewin
80.253.94.252,1,1,1,0,0,1,0,1,8333,1097,70016,/Satoshi:22.0.0/,7.627988,46.757987,Init7 (Switzerland) Ltd.
89.238.77.110,0,0,1,0,0,0,0,0,8333,1037,70015,/Satoshi:0.18.0/,7.151508,49.463779,manitu GmbH
185.64.116.15,0,0,1,0,0,0,0,1,8333,1033,70016,/Satoshi:22.0.0/,7.117264,46.681675,senseLAN GmbH
217.24.226.122,1,1,0,0,0,0,0,1,8333,1033,70016,/Satoshi:0.21.1/,7.022961,49.396423,VSE NET GmbH
78.34.61.76,1,0,0,0,0,0,0,0,8333,1037,70015,/Satoshi:0.16.3/,6.960279,50.937531,NetCologne Gesellschaft fur Telekommunikation mbH
87.79.94.221,1,1,0,1,0,1,0,1,8333,1033,70016,/Satoshi:23.0.0/,6.960279,50.937531,NetCologne Gesellschaft fur Telekommunikation mbH
62.138.162.12,0,0,1,0,0,0,0,0,8333,1033,70016,/Satoshi:23.0.0/,6.960279,50.937531,Host Europe GmbH
161.97.133.225,1,1,0,0,0,0,0,1,8333,1101,70016,/Satoshi:22.0.0/,6.77604,51.21563,Contabo GmbH
185.254.75.50,1,0,0,0,0,1,0,0,54895,1033,70016,/Satoshi:22.0.0/,6.77604,51.21563,xTom GmbH
185.101.93.105,1,1,1,1,0,0,0,1,8333,1032,70016,/Satoshi:23.99.0/,6.77604,51.21563,oneCorp Systems
161.97.131.168,1,1,1,0,0,0,0,0,8333,1033,70016,/Satoshi:22.0.0/,6.77604,51.21563,Contabo GmbH
161.97.164.131,1,0,1,0,0,0,0,1,8333,1033,70016,/Satoshi:0.21.1/,6.77604,51.21563,Contabo GmbH
178.18.248.27,1,0,1,0,0,0,0,0,8333,1033,70016,/Satoshi:0.21.0/,6.77604,51.21563,Contabo GmbH
75.119.132.199,1,0,1,0,0,0,0,0,10333,1033,70016,/Satoshi:0.21.0/,6.77604,51.21563,Contabo GmbH
161.97.175.78,0,1,1,0,0,0,0,0,8333,1033,70016,/Satoshi:22.0.0/,6.77604,51.21563,Contabo GmbH
75.119.140.109,1,0,1,0,0,0,0,1,8333,1033,70016,/Satoshi:0.21.1/,6.77604,51.21563,Contabo GmbH
178.18.254.145,0,0,1,0,0,0,0,0,8333,1032,70016,/Satoshi:0.21.1/,6.77604,51.21563,Contabo GmbH
80.218.132.218,0,0,0,0,0,0,0,0,8333,1033,70016,/Satoshi:22.0.0/,6.771555,46.975195,Liberty Global B.V.
185.159.20.143,0,0,1,0,0,0,0,0,8333,1033,70016,/Satoshi:23.0.0/,6.63362,46.52597,Infraly Ltd liab. Co
83.137.149.235,1,0,1,1,0,0,0,1,8333,1032,70016,/Satoshi:0.21.1/,6.57356,53.217129,Duocast B.V.
31.151.96.115,0,0,0,0,0,0,0,0,8333,1101,70016,/Satoshi:22.0.0/,6.293774,51.9647,Vodafone Libertel B.V.
185.213.211.230,1,0,1,1,0,0,0,1,8333,1032,70016,/Satoshi:0.21.1/,6.293774,51.9647,Zomro B.V.
37.1.218.2,1,0,1,0,0,0,0,1,8333,1033,70015,/Satoshi:0.20.1/,6.193719,52.692123,Scalaxy B.V.
37.1.217.35,1,0,1,0,0,0,0,1,8333,1033,70016,/Satoshi:0.21.0/,6.193719,52.692123,Scalaxy B.V.
84.38.133.109,1,0,0,0,0,0,0,1,8333,1032,70016,/Satoshi:22.0.0/,6.193719,52.692123,DataClub S.A.
31.42.188.125,1,0,1,1,0,1,0,1,8333,1033,70016,/Satoshi:0.21.1/,6.193719,52.692123,Serverius Holding B.V.
83.243.191.199,0,1,1,0,0,0,0,0,8333,1033,70016,/Satoshi:22.0.0/,6.149482,62.472228,Telia Norge AS
185.25.224.231,0,0,1,0,0,0,0,0,8333,1032,70016,/Satoshi:22.0.0/,6.143158,46.204391,Alsenet SA
185.19.31.6,0,1,0,0,0,0,0,0,8333,1033,70016,/Satoshi:0.21.0/,6.143158,46.204391,Akenes SA
204.107.27.43,1,1,0,0,0,0,0,1,8333,1037,70015,/Satoshi:0.18.99/,6.143158,46.204391,FILMO
194.182.162.2,1,1,0,0,0,0,0,0,8333,1032,70016,/Satoshi:0.21.1/,6.143158,46.204391,Akenes SA
185.19.29.110,0,0,0,0,0,0,0,0,8333,1033,70016,/Satoshi:0.21.0/,6.143158,46.204391,Akenes SA
185.19.28.195,1,0,0,0,0,0,0,0,8333,1033,70016,/Satoshi:0.21.0/,6.143158,46.204391,Akenes SA
185.78.209.28,0,0,1,0,0,0,0,1,8333,1033,70016,/Satoshi:22.99.0/,6.141071,60.813838,Fjordane It As
185.78.209.27,0,0,1,0,0,0,0,1,8333,1037,70015,/Satoshi:0.16.3/,6.141071,60.813838,Fjordane It As
137.226.34.46,1,1,0,0,0,1,0,1,8333,1033,70016,/Satoshi:23.0.0/,6.083887,50.775346,RWTH Aachen University
84.28.57.90,0,0,0,0,0,0,0,0,8333,1037,70016,/Satoshi:23.0.0/,6.060873,51.442724,Vodafone Libertel B.V.
212.120.111.137,0,0,0,0,0,0,0,0,8333,1101,70016,/Satoshi:22.0.0/,6.060873,51.442724,Vodafone Libertel B.V.
46.226.108.234,1,0,1,0,0,0,0,1,8333,1033,70016,/Statoshi:23.99.0/,6.05986,49.640991,GANDI SAS
185.194.93.135,0,0,0,0,0,0,0,1,8333,1033,70016,/Satoshi:0.21.0/,6.05986,49.640991,security made in Letzebuerg (SMILE gie)
92.221.20.232,1,1,0,0,0,0,0,1,8333,1033,70016,/Satoshi:22.0.0/,6.014343,59.148954,Altibox AS
95.97.186.90,1,1,0,1,0,1,0,1,8333,1033,70016,/Satoshi:0.21.1/,5.969923,52.211157,Vodafone Libertel B.V.
62.194.33.100,1,0,1,0,0,0,0,0,8333,1033,70016,/Satoshi:23.0.0/,5.90364,51.980148,Vodafone Libertel B.V.
178.84.26.71,0,0,0,0,0,0,0,0,8333,1032,70016,/Satoshi:0.21.1/,5.90364,51.980148,Vodafone Libertel B.V.
217.105.86.87,0,0,0,0,0,0,0,0,8333,1101,70016,/Satoshi:22.0.0/,5.76622,50.967974,Vodafone Libertel B.V.
86.76.7.132,1,0,0,0,0,0,0,0,8333,1033,70016,/Satoshi:0.21.1/,5.715543,45.184166,SFR SA
193.169.244.188,0,0,0,0,0,0,0,1,8333,1032,70016,/Satoshi:22.0.0/,5.71495,52.523819,Zemlyaniy Dmitro Leonidovich
93.115.20.130,1,0,0,0,0,0,0,0,8333,1033,70015,/Satoshi:0.19.0.1/,5.71495,52.523819,MVPS LTD
45.9.188.239,1,1,0,1,0,0,0,1,8333,1036,70015,/Satoshi:0.18.0/,5.71495,52.523819,Hostinger International Limited
185.14.29.22,1,0,1,1,0,0,0,1,8333,1033,70015,/Satoshi:0.20.1/,5.71495,52.523819,ITL LLC
194.5.159.197,1,1,0,1,0,0,0,1,8333,1036,70015,/Satoshi:0.18.0/,5.71495,52.523819,Hostinger International Limited
5.45.74.50,0,0,0,1,0,1,0,1,8333,1033,70015,/Satoshi:0.20.0/,5.71495,52.523819,Scalaxy B.V.
86.89.77.44,1,0,1,0,0,0,0,0,8333,1033,70016,/Satoshi:22.0.0/,5.32986,52.1082,KPN B.V.
86.95.8.249,1,1,1,0,0,0,0,0,8333,1033,70016,/Satoshi:0.21.1/,5.32986,52.1082,KPN B.V.
80.61.232.204,1,1,0,0,0,0,0,1,39388,1033,70016,/Satoshi:0.21.1/,5.32986,52.1082,KPN B.V.
86.88.27.123,0,0,0,0,0,0,0,0,8333,1101,70016,/Satoshi:22.0.0/,5.32986,52.1082,KPN B.V.
86.87.91.133,1,1,0,0,0,0,0,0,8333,1033,70016,/Satoshi:22.0.0/,5.32986,52.1082,KPN B.V.
84.85.249.104,0,0,0,0,0,0,0,0,8333,1033,70016,/Satoshi:22.0.0/,5.32986,52.1082,KPN B.V.
77.163.136.136,1,1,0,0,0,0,0,1,8333,1032,70016,/Satoshi:22.0.0/,5.32986,52.1082,KPN B.V.
143.178.64.10,0,0,0,0,0,0,0,0,8333,1037,70016,/Satoshi:23.0.0/,5.32986,52.1082,T-Mobile Thuis BV
77.162.190.90,1,1,0,1,0,0,0,1,8333,1033,70016,/Satoshi:0.21.0/,5.32986,52.1082,KPN B.V.
145.53.202.234,1,1,1,0,0,0,0,0,8333,1033,70016,/Satoshi:22.0.0/,5.32986,52.1082,KPN B.V.
84.80.143.197,0,0,0,0,0,1,0,1,8333,1037,70015,/Satoshi:0.18.0/,5.32986,52.1082,KPN B.V.
86.82.214.134,1,1,0,0,0,0,0,0,8333,1097,70016,/Satoshi:23.0.0/,5.32986,52.1082,KPN B.V.
77.169.171.170,1,1,0,0,0,0,0,1,8333,1033,70016,/Satoshi:22.0.0/,5.32986,52.1082,KPN B.V.
86.84.198.19,1,1,0,1,0,0,0,1,8333,1033,70016,/Satoshi:23.0.0/,5.32986,52.1082,KPN B.V.
82.197.215.125,1,1,1,0,0,0,0,0,8333,1033,70016,/Satoshi:23.0.0/,5.264702,52.350785,Cambrium IT Services B.V.
82.197.206.139,1,0,0,0,0,0,0,0,8333,1101,70016,/Satoshi:22.0.0/,5.264702,52.350785,Cambrium IT Services B.V.
45.135.4.143,1,1,0,0,0,0,0,1,8333,1033,70015,/Satoshi:0.20.1/,5.264702,52.350785,Cambrium IT Services B.V.
62.251.54.163,1,1,0,0,0,0,0,0,8333,1033,70016,/Satoshi:22.0.0/,5.240045,51.956108,Xs4all Internet BV
84.27.217.211,0,1,0,0,0,0,0,1,8333,1032,70016,/Satoshi:22.0.0/,5.232169,51.482654,Vodafone Libertel B.V.
94.231.253.18,1,1,1,0,0,0,0,1,8333,1101,70016,/Satoshi:22.0.0/,5.232169,51.482654,PLINQ BV
83.85.139.94,0,1,0,0,0,0,0,0,8333,1033,70016,/Satoshi:0.21.1/,5.194365,52.119508,Vodafone Libertel B.V.
82.75.15.130,0,0,0,0,0,0,0,0,8333,1033,70016,/Satoshi:23.0.0/,5.194222,51.581611,Vodafone Libertel B.V.
68.183.6.64,1,1,1,1,0,0,0,1,8333,1033,70016,/Satoshi:22.0.0/,4.89319,52.373119,DIGITALOCEAN-ASN
185.238.131.19,1,0,0,0,0,0,0,1,8333,1033,70015,/Satoshi:0.20.1/,4.89319,52.373119,Freedom Internet BV
77.247.179.44,1,0,1,0,0,0,0,1,8333,1037,70015,/Satoshi:0.17.2/,4.89319,52.373119,NForce Entertainment B.V.
178.62.247.109,0,0,1,0,0,0,0,0,8333,1032,70015,/Satoshi:0.20.1/,4.89319,52.373119,DIGITALOCEAN-ASN
209.250.241.254,1,0,1,0,0,0,0,0,8333,1037,70015,/Satoshi:0.16.0/,4.89319,52.373119,AS-CHOOPA
51.136.85.64,0,1,0,0,0,0,0,0,30002,1033,70016,/Satoshi:22.0.0/,4.89319,52.373119,MICROSOFT-CORP-MSN-AS-BLOCK
77.251.235.248,1,0,0,0,0,0,0,0,8333,1033,70016,/Satoshi:22.0.0/,4.89319,52.373119,Vodafone Libertel B.V.
109.72.83.127,1,1,1,0,0,0,0,1,8333,1032,70016,/Satoshi:0.21.0/,4.89319,52.373119,CLDIN B.V.
51.138.4.135,0,1,0,0,0,0,0,0,30001,1033,70016,/Satoshi:22.0.0/,4.89319,52.373119,MICROSOFT-CORP-MSN-AS-BLOCK
85.159.233.1,1,0,1,0,0,0,0,1,8333,1033,70016,/Satoshi:22.0.0/,4.89319,52.373119,NForce Entertainment B.V.
109.201.142.116,1,1,1,0,0,0,0,0,8333,1033,70016,/Satoshi:22.0.0/,4.89319,52.373119,NForce Entertainment B.V.
46.166.129.155,0,0,1,0,0,0,0,1,8333,1037,70015,/Satoshi:0.17.1/,4.89319,52.373119,NForce Entertainment B.V.
188.226.141.86,0,0,1,0,0,0,0,0,8333,4,80002,/BitcoinUnlimited:1.0.1.4(EB16; AD12)/,4.89319,52.373119,DIGITALOCEAN-ASN
109.201.142.117,1,1,0,0,0,0,0,0,8333,1033,70016,/Satoshi:0.21.0/,4.89319,52.373119,NForce Entertainment B.V.
161.35.84.235,0,0,1,0,0,0,0,0,8333,1037,70015,/Satoshi:0.17.1/,4.89319,52.373119,DIGITALOCEAN-ASN
80.240.129.221,1,1,1,0,0,0,0,0,8333,1032,70016,/Satoshi:0.21.0/,4.89319,52.373119,DIGITALOCEAN-ASN
37.97.191.18,0,0,0,0,0,0,0,0,8333,1033,70016,/Satoshi:22.0.0/,4.89319,52.373119,Signet B.V.
188.226.138.37,1,1,1,0,0,1,0,0,8333,1032,70015,/Satoshi:0.20.1/,4.89319,52.373119,DIGITALOCEAN-ASN
77.251.174.25,0,1,0,0,0,0,0,0,8333,1101,70016,/Satoshi:22.0.0/,4.89319,52.373119,Vodafone Libertel B.V.
193.42.110.30,1,0,1,1,0,0,0,1,8333,1032,70016,/Satoshi:22.0.0/,4.89319,52.373119,3W Infra B.V.
136.144.191.173,1,0,0,0,0,0,0,1,8333,1036,70015,/Satoshi:0.17.0/,4.89319,52.373119,Signet B.V.
46.166.176.137,0,0,1,0,0,0,0,1,8333,1036,70015,/Satoshi:0.16.3/,4.89319,52.373119,NForce Entertainment B.V.
167.99.45.32,1,0,1,0,0,0,0,1,8333,1033,70016,/Satoshi:22.0.0/,4.89319,52.373119,DIGITALOCEAN-ASN
167.172.42.31,0,0,0,0,0,0,0,0,8333,1037,70016,/Satoshi:0.21.0/,4.89319,52.373119,DIGITALOCEAN-ASN
104.248.207.3,1,1,1,0,0,0,0,1,8333,1033,70016,/Satoshi:22.0.0/,4.89319,52.373119,DIGITALOCEAN-ASN
31.25.98.16,1,1,0,0,0,0,0,0,8333,1033,70016,/Satoshi:0.21.0/,4.89319,52.373119,CLDIN B.V.
149.210.189.102,1,0,1,0,0,0,0,0,8333,1032,70016,/Satoshi:22.0.0/,4.89319,52.373119,Signet B.V.
109.206.168.240,1,1,1,0,0,0,0,0,8333,1033,70016,/Satoshi:0.21.1/,4.89319,52.373119,Serverel Inc.
185.177.95.178,0,1,1,0,0,0,0,1,8333,1032,70016,/Satoshi:0.21.1/,4.89319,52.373119,DataWeb Global Group B.V.
46.166.128.226,1,0,1,0,0,0,0,1,8444,1037,70015,/Satoshi:0.17.0/,4.89319,52.373119,NForce Entertainment B.V.
213.93.145.183,1,1,0,0,0,0,0,1,8333,1033,70016,/Satoshi:0.21.0/,4.89319,52.373119,Vodafone Libertel B.V.
104.248.90.45,0,0,1,0,0,0,0,0,8333,1033,70015,/Satoshi:0.20.1/,4.89319,52.373119,DIGITALOCEAN-ASN
185.52.54.114,1,0,1,1,0,1,0,1,8333,1032,70016,/Satoshi:0.21.1/,4.89319,52.373119,Phoenix Nap
45.76.32.61,1,1,1,0,0,0,0,0,8333,1032,70016,/Satoshi:0.21.1/,4.89319,52.373119,AS-CHOOPA
167.71.7.109,1,1,1,0,0,0,0,1,8333,1032,70016,/Satoshi:0.20.99/,4.89319,52.373119,DIGITALOCEAN-ASN
188.121.252.236,0,0,1,0,0,0,0,0,8333,1033,70016,/Satoshi:0.21.1/,4.89319,52.373119,Ielo-liazo Services SAS
167.99.213.37,1,0,1,0,0,0,0,0,8333,1033,70016,/Satoshi:0.21.0/,4.89319,52.373119,DIGITALOCEAN-ASN
185.21.217.49,1,1,1,0,0,1,0,1,8333,1033,70016,/Satoshi:22.0.0/,4.89319,52.373119,Feral.io Ltd
62.195.75.40,1,1,0,0,0,0,0,0,8333,1097,70016,/Satoshi:23.0.0/,4.89319,52.373119,Vodafone Libertel B.V.
85.159.237.71,1,1,1,0,0,0,0,1,8333,1037,70015,/Satoshi:0.16.0/,4.89319,52.373119,NForce Entertainment B.V.
206.189.99.231,1,1,1,0,0,0,0,0,8333,1033,70016,/Satoshi:0.21.1/,4.89319,52.373119,DIGITALOCEAN-ASN
142.93.228.111,1,0,0,0,0,0,0,1,8333,5,70012,/Satoshi:0.12.1(bitcore)/,4.89319,52.373119,DIGITALOCEAN-ASN
213.183.46.51,1,0,1,0,0,0,0,0,8333,1033,70016,/Satoshi:0.21.1/,4.89319,52.373119,Melbikomas UAB
86.107.187.54,1,1,0,0,0,0,0,1,8333,1037,70016,/Satoshi:0.21.0/,4.89319,52.373119,Fiber Operator B.V.
194.109.20.68,0,0,0,0,0,0,0,0,8333,13,70015,/Satoshi:0.15.0/,4.89319,52.373119,Xs4all Internet BV
188.166.71.168,1,0,1,1,0,0,0,1,8333,1032,70016,/Satoshi:0.21.0/,4.89319,52.373119,DIGITALOCEAN-ASN
206.189.109.149,1,0,1,0,0,0,0,0,8333,1036,70015,/Satoshi:0.17.0/,4.89319,52.373119,DIGITALOCEAN-ASN
128.199.50.213,1,0,1,0,0,1,0,1,8333,1032,70016,/Satoshi:22.0.0/,4.89319,52.373119,DIGITALOCEAN-ASN
142.91.11.100,1,0,1,0,0,0,0,1,8333,1037,70015,/Satoshi:0.17.1/,4.89319,52.373119,SERVERS-COM
46.23.87.218,1,1,0,1,0,0,0,1,8333,1033,70016,/Satoshi:22.0.0/,4.89319,52.373119,High5! B.V.
213.93.134.13,0,1,1,0,0,0,0,1,8333,1101,70016,/Satoshi:22.0.0/,4.829199,52.44204,Vodafone Libertel B.V.
5.8.18.154,1,1,0,0,0,0,0,1,8333,1033,70016,/Satoshi:0.21.1/,4.812462,52.498662,IP Volume inc
213.125.67.108,1,0,1,0,0,0,0,0,8333,1033,70016,/Satoshi:0.21.1/,4.764341,51.55993,Vodafone Libertel B.V.
81.4.110.168,1,0,1,1,0,1,0,1,8333,1033,70016,/Satoshi:0.21.0/,4.65885,51.861031,RouteLabel V.O.F.
217.123.112.18,1,1,0,0,0,0,0,0,8333,1033,70016,/Satoshi:22.0.0/,4.656628,52.432838,Vodafone Libertel B.V.
51.158.144.140,1,1,1,0,0,0,0,1,8333,1032,70016,/Satoshi:0.21.0/,4.646219,52.387388,Online S.a.s.
85.17.190.17,1,1,1,0,0,1,0,1,8333,1033,70016,/Satoshi:22.0.0/,4.646219,52.387388,LeaseWeb Netherlands B.V.
85.17.170.30,1,0,0,0,0,0,0,0,8333,1033,70016,/Satoshi:22.0.0/,4.646219,52.387388,LeaseWeb Netherlands B.V.
85.17.25.69,0,1,1,0,0,0,0,0,8333,1037,70015,/Satoshi:0.18.0/,4.646219,52.387388,LeaseWeb Netherlands B.V.
51.158.150.155,1,0,1,0,0,0,0,1,8333,1033,70016,/Satoshi:22.0.0/,4.646219,52.387388,Online S.a.s.
94.75.216.167,0,1,1,0,0,0,0,0,8333,1033,70016,/Satoshi:0.21.1/,4.646219,52.387388,LeaseWeb Netherlands B.V.
5.79.87.56,1,0,1,0,0,1,0,0,8333,141,70015,/Satoshi:1.14.5(2x)/,4.646219,52.387388,LeaseWeb Netherlands B.V.
85.17.170.33,1,0,0,0,0,0,0,0,8333,1033,70016,/Satoshi:0.21.1/,4.646219,52.387388,LeaseWeb Netherlands B.V.
85.17.131.145,0,0,0,0,0,0,0,0,8333,1033,70016,/Satoshi:0.21.1/,4.646219,52.387388,LeaseWeb Netherlands B.V.
95.211.189.3,1,1,0,0,0,0,0,1,8333,1033,70015,/Satoshi:0.19.1/,4.646219,52.387388,LeaseWeb Netherlands B.V.
85.17.131.134,0,0,0,1,0,0,0,0,8333,1033,70016,/Satoshi:0.21.1/,4.646219,52.387388,LeaseWeb Netherlands B.V.
5.79.75.28,0,1,0,1,0,0,0,1,8333,13,70015,/Satoshi:0.15.0/,4.646219,52.387388,LeaseWeb Netherlands B.V.
51.15.39.117,0,1,1,0,0,0,0,1,8333,1033,70016,/Satoshi:0.21.1/,4.646219,52.387388,Online S.a.s.
81.171.22.143,1,0,1,0,0,0,0,0,8333,1037,70016,/Satoshi:0.21.0/,4.646219,52.387388,LeaseWeb Netherlands B.V.
5.79.71.221,1,1,1,1,0,1,0,1,8333,1033,70016,/Satoshi:23.0.0/,4.646219,52.387388,LeaseWeb Netherlands B.V.
46.166.151.160,1,1,1,0,0,0,0,0,8333,1032,70015,/Satoshi:0.19.0.1/,4.591778,51.938073,NForce Entertainment B.V.
46.166.142.2,1,0,1,0,0,0,0,1,8333,1033,70016,/Satoshi:23.0.0/,4.591778,51.938073,NForce Entertainment B.V.
46.166.148.160,1,1,0,0,0,0,0,1,8333,1033,70016,/Satoshi:0.21.0/,4.591778,51.938073,NForce Entertainment B.V.
82.217.34.151,1,1,0,0,0,0,0,1,8333,1033,70016,/Satoshi:0.21.1(FutureBit-Apollo-Node)/,4.493784,52.020798,Vodafone Libertel B.V.
83.85.9.236,1,1,1,1,0,0,0,0,8333,1033,70016,/Satoshi:22.0.0/,4.493784,52.020798,Vodafone Libertel B.V.
84.104.14.162,0,0,0,0,0,0,0,0,8333,1101,70016,/Satoshi:22.0.0/,4.493784,52.020798,Vodafone Libertel B.V.
178.84.195.232,0,0,0,0,0,0,0,0,8333,1101,70016,/Satoshi:22.0.0/,4.493784,52.020798,Vodafone Libertel B.V.
136.144.230.61,1,0,1,0,0,0,0,0,8333,5,70012,/Satoshi:0.12.1(bitcore)/,4.477733,51.92442,Signet B.V.
136.144.215.219,0,0,0,0,0,0,0,0,10100,1033,70015,/Satoshi:0.20.1(Omni:0.11.0)/,4.477733,51.92442,Signet B.V.
217.104.75.11,1,1,1,0,0,0,0,0,8333,1033,70016,/Satoshi:23.0.0/,4.47481,52.186226,Vodafone Libertel B.V.
94.110.23.215,1,0,0,0,0,0,0,0,8333,1033,70016,/Satoshi:22.0.0/,4.351721,50.850346,Orange Belgium SA
35.195.234.115,1,1,0,0,0,0,0,0,8333,1033,70016,/Satoshi:22.0.0/,4.34968,50.848381,GOOGLE
34.78.48.187,0,0,1,0,0,0,0,0,8333,1033,70016,/Satoshi:0.21.1/,4.34968,50.848381,GOOGLE
35.210.195.247,1,0,1,0,0,0,0,0,8333,1033,70016,/Satoshi:0.21.0/,4.34968,50.848381,GOOGLE
5.144.91.21,0,0,1,0,0,0,0,0,8333,4,70014,/Satoshi:0.13.0/,4.32504,51.849522,MaxiTEL Telecom B.V.
5.144.88.6,1,1,0,0,0,0,0,0,8333,4,70014,/Satoshi:0.13.0/,4.32504,51.849522,MaxiTEL Telecom B.V.
185.107.83.55,1,1,1,0,0,0,0,1,8333,1033,70015,/Satoshi:0.19.1/,4.313477,51.575869,NForce Entertainment B.V.
62.112.11.188,1,0,1,0,0,0,0,1,8333,1032,70015,/Satoshi:0.20.0/,4.199261,51.995911,WorldStream B.V.
190.2.140.148,1,1,1,0,0,0,0,0,8333,1033,70016,/Satoshi:0.21.0/,4.199261,51.995911,WorldStream B.V.
185.180.220.33,0,1,1,1,0,1,0,1,8333,1033,70015,/Satoshi:0.20.0/,4.199261,51.995911,WorldStream B.V.
109.236.91.15,0,1,1,0,0,0,0,0,8333,1033,70016,/Satoshi:0.21.0/,4.199261,51.995911,WorldStream B.V.
185.183.33.80,0,0,1,0,0,0,0,1,8333,1032,70016,/Satoshi:22.0.0/,4.199261,51.995911,WorldStream B.V.
62.112.9.73,1,0,1,0,0,1,0,1,8333,1037,70015,/Satoshi:0.18.0/,4.199261,51.995911,WorldStream B.V.
109.236.90.117,1,0,0,0,0,0,0,1,8333,1033,70016,/Satoshi:23.0.0/,4.199261,51.995911,WorldStream B.V.
163.158.206.255,0,1,0,0,0,0,0,0,8333,1033,70016,/Satoshi:22.0.0/,4.199261,51.995911,DELTA Fiber Nederland B.V.
190.2.148.87,1,1,1,0,0,1,0,1,8333,1033,70016,/Satoshi:0.21.0/,4.199261,51.995911,WorldStream B.V.
190.2.134.140,1,0,1,0,0,0,0,0,8333,1037,70015,/Satoshi:0.18.0/,4.199261,51.995911,WorldStream B.V.
93.190.138.3,1,1,0,1,0,1,0,1,8333,1032,70015,/Satoshi:0.20.0/,4.199261,51.995911,WorldStream B.V.
185.165.243.76,1,0,1,0,0,1,0,1,8333,1033,70016,/Satoshi:22.0.0/,4.199261,51.995911,WorldStream B.V.
217.23.8.80,1,0,0,0,0,0,0,1,8333,5,70012,/Satoshi:0.12.1/,4.199261,51.995911,WorldStream B.V.
190.2.138.4,1,0,1,1,0,0,0,1,9000,1032,70016,/Satoshi:22.0.0/,4.199261,51.995911,WorldStream B.V.
185.180.221.200,1,1,1,0,0,0,0,0,8333,1033,70016,/Satoshi:0.21.0/,4.199261,51.995911,WorldStream B.V.
185.180.221.201,1,1,1,1,0,0,0,0,8333,1037,70015,/Satoshi:0.17.1/,4.199261,51.995911,WorldStream B.V.
93.190.142.127,1,1,1,1,0,1,0,1,8333,1033,70016,/Satoshi:22.0.0/,4.199261,51.995911,WorldStream B.V.
190.2.130.44,1,1,0,0,0,0,0,1,8333,1033,70016,/Satoshi:23.0.0/,4.199261,51.995911,WorldStream B.V.
185.165.242.32,1,0,1,0,0,0,0,1,8333,1033,70016,/Satoshi:0.21.0/,4.199261,51.995911,WorldStream B.V.
190.2.146.90,1,1,1,0,0,0,0,0,8333,1033,70016,/Satoshi:0.21.1/,4.199261,51.995911,WorldStream B.V.
109.236.81.124,1,0,0,0,0,1,0,1,8333,1032,70015,/Satoshi:0.19.0.1/,4.199261,51.995911,WorldStream B.V.
185.132.133.160,1,1,0,1,0,0,0,0,8333,1032,70016,/Satoshi:22.0.0/,4.199261,51.995911,WorldStream B.V.
91.232.105.116,1,0,0,0,0,0,0,1,8333,13,70015,/Satoshi:0.15.1/,4.199261,51.995911,WorldStream B.V.
217.23.4.32,1,0,1,0,0,0,0,1,8333,1033,70015,/Satoshi:0.19.1/,4.199261,51.995911,WorldStream B.V.
